Date,Primary Type,Location Description,Arrest,Community Area,Latitude,Longitude
2019-01-01 01:50:00,BATTERY,SIDEWALK,False,32,41.872894484,-87.62756007600002
2019-01-01 01:55:00,BATTERY,APARTMENT,False,21,41.940673239,-87.697865459
2019-01-01 01:59:00,NARCOTICS,STREET,True,14,41.972535923,-87.70981296299999
2019-01-01 02:00:00,ROBBERY,CTA BUS STOP,False,68,41.793579386,-87.645142068
2019-01-01 02:00:00,BATTERY,RESIDENCE,False,25,41.911359309,-87.753867114
2019-01-01 02:00:00,MOTOR VEHICLE THEFT,STREET,False,66,41.779846282,-87.706392569
2019-01-01 02:00:00,BURGLARY,RESIDENCE,False,62,41.788892708,-87.73650856
2019-01-01 02:00:00,ASSAULT,RESIDENCE,False,58,41.81282603,-87.701683839
2019-01-01 02:00:00,THEFT,BAR OR TAVERN,False,8,41.893179585,-87.634686145
2019-01-01 02:00:00,ASSAULT,RESIDENCE,False,29,41.866491504,-87.697451501
2019-01-01 02:00:00,CRIMINAL DAMAGE,STREET,False,27,41.876396551999996,-87.71574577700001
2019-01-01 02:00:00,THEFT,STREET,False,70,41.746861656,-87.688878512
2019-01-01 02:00:00,BATTERY,BAR OR TAVERN,False,8,41.90316534,-87.629210442
2019-01-01 02:00:00,CRIMINAL DAMAGE,APARTMENT,False,21,41.940862621,-87.69787093
2019-01-01 02:00:00,THEFT,STREET,False,25,41.899382966,-87.769200826
2019-01-01 02:00:00,BATTERY,OTHER,False,5,41.951912521,-87.677192781
2019-01-01 02:00:00,BATTERY,ALLEY,False,19,41.921133632,-87.75482958
2019-01-01 02:00:00,DECEPTIVE PRACTICE,RESTAURANT,False,8,41.893240901999995,-87.63034417899998
2019-01-01 02:00:00,CRIMINAL DAMAGE,RESIDENCE,False,28,41.863589417,-87.64530960399998
2019-01-01 02:00:00,CRIMINAL DAMAGE,OTHER,False,43,41.769142611,-87.576380906
2019-01-01 02:00:00,THEFT,OTHER,False,8,41.893381478,-87.621535149
2019-01-01 02:00:00,DECEPTIVE PRACTICE,"VEHICLE - OTHER RIDE SHARE SERVICE (E.G., UBER, LYFT)",False,6,41.942726859000004,-87.640166261
2019-01-01 02:00:00,BATTERY,RESIDENTIAL YARD (FRONT/BACK),False,51,41.705703516999996,-87.55964244799999
2019-01-01 02:00:00,BATTERY,STREET,False,27,41.873736052,-87.70187756600002
2019-01-01 02:01:00,BATTERY,SIDEWALK,True,25,41.880051337,-87.753540489
2019-01-01 02:01:00,WEAPONS VIOLATION,RESIDENTIAL YARD (FRONT/BACK),False,61,41.798734503,-87.651350902
2019-01-01 02:02:00,CRIMINAL DAMAGE,OTHER,False,3,41.96750702,-87.66941013700001
2019-01-01 02:03:00,WEAPONS VIOLATION,APARTMENT,False,27,41.880155941,-87.697103065
2019-01-01 02:04:00,DECEPTIVE PRACTICE,TAXICAB,False,77,41.979992834,-87.658533846
2019-01-01 02:05:00,WEAPONS VIOLATION,STREET,True,69,41.755984147,-87.605324115
2019-01-01 02:10:00,WEAPONS VIOLATION,ALLEY,False,46,41.73871439,-87.55388955299999
2019-01-01 02:15:00,LIQUOR LAW VIOLATION,BAR OR TAVERN,True,8,41.893676531,-87.635628328
2019-01-01 02:15:00,WEAPONS VIOLATION,ALLEY,False,69,41.758275426,-87.62238139799999
2019-01-01 02:16:00,WEAPONS VIOLATION,STREET,False,25,41.911745659,-87.796073195
2019-01-01 02:20:00,BATTERY,RESIDENCE,True,57,41.805158768000005,-87.730852236
2019-01-01 02:20:00,BATTERY,SIDEWALK,False,15,41.94057701,-87.752760951
2019-01-01 02:20:00,WEAPONS VIOLATION,STREET,True,25,41.911745659,-87.796073195
2019-01-01 02:25:00,BURGLARY,RESTAURANT,False,23,41.910064005,-87.710865831
2019-01-01 02:30:00,BATTERY,BAR OR TAVERN,True,8,41.911155937,-87.63540494200001
2019-01-01 02:30:00,CRIMINAL DAMAGE,RESIDENCE,False,25,41.900358126,-87.76162533
2019-01-01 02:30:00,MOTOR VEHICLE THEFT,RESIDENCE,False,29,41.855916564,-87.729755737
2019-01-01 02:30:00,THEFT,VEHICLE-COMMERCIAL,False,24,41.894038412,-87.68036384
2019-01-01 02:30:00,ROBBERY,SIDEWALK,False,77,41.978209696,-87.655838514
2019-01-01 02:30:00,BATTERY,APARTMENT,False,32,41.886815622,-87.631523712
2019-01-01 02:30:00,BATTERY,RESIDENCE,False,2,41.998111732,-87.705763079
2019-01-01 02:32:00,WEAPONS VIOLATION,ALLEY,True,43,41.773007423,-87.57526133799999
2019-01-01 02:35:00,WEAPONS VIOLATION,VEHICLE NON-COMMERCIAL,True,29,41.866260112,-87.71845731100002
2019-01-01 02:37:00,CRIMINAL DAMAGE,OTHER,False,24,41.896006577,-87.671352282
2019-01-01 02:44:00,MOTOR VEHICLE THEFT,STREET,False,7,41.915662706,-87.635076607
2019-01-01 02:45:00,CRIMINAL DAMAGE,PARKING LOT/GARAGE(NON.RESID.),False,1,41.998203987,-87.659117722
2019-01-01 02:45:00,BATTERY,ALLEY,False,6,41.944465172,-87.655074776
2019-01-01 02:45:00,THEFT,STREET,False,45,41.751270452,-87.585822373
2019-01-01 02:45:00,MOTOR VEHICLE THEFT,RESTAURANT,False,45,41.751492287,-87.586596725
2019-01-01 02:50:00,ASSAULT,HOTEL/MOTEL,False,32,41.875272573000004,-87.62425131399998
2019-01-01 02:58:00,BATTERY,PARKING LOT/GARAGE(NON.RESID.),False,28,41.88705768,-87.64751474200001
2019-01-01 03:00:00,THEFT,RESIDENCE,False,69,41.759884442,-87.5972422
2019-01-01 03:00:00,BURGLARY,RESIDENCE,False,32,41.883210375,-87.634335728
2019-01-01 03:00:00,CRIMINAL DAMAGE,APARTMENT,False,69,41.76471549,-87.6334241
2019-01-01 03:00:00,THEFT,STREET,False,25,41.892334884,-87.74176093700001
2019-01-01 03:00:00,THEFT,BAR OR TAVERN,False,22,41.924214127,-87.699487638
2019-01-01 03:00:00,BATTERY,APARTMENT,False,23,41.891851273,-87.710502796
2019-01-01 03:00:00,CRIMINAL DAMAGE,STREET,False,49,41.708570703,-87.61623828100002
2019-01-01 03:00:00,BATTERY,BAR OR TAVERN,False,8,41.898516209,-87.637246929
2019-01-01 03:00:00,BATTERY,RESIDENCE,False,68,41.793637594,-87.632977515
2019-01-01 03:00:00,CRIM SEXUAL ASSAULT,APARTMENT,False,40,41.780946398000005,-87.62199536899998
2019-01-01 03:00:00,THEFT,STREET,False,56,41.805078779,-87.74186374700001
2019-01-01 03:02:00,BATTERY,STREET,False,3,41.960771905,-87.654718033
2019-01-01 03:05:00,ROBBERY,STREET,False,67,41.75917179,-87.65396173299999
2019-01-01 03:15:00,BATTERY,BAR OR TAVERN,True,6,41.939919095,-87.65340281200001
2019-01-01 03:16:00,BATTERY,SIDEWALK,True,2,42.017056516,-87.690198286
2019-01-01 03:19:00,BATTERY,APARTMENT,True,25,41.879269582,-87.76348045
2019-01-01 03:21:00,CRIMINAL TRESPASS,RESIDENCE,False,22,41.921338896,-87.680996836
2019-01-01 03:24:00,WEAPONS VIOLATION,STREET,True,23,41.894366009,-87.716281564
2019-01-01 03:25:00,WEAPONS VIOLATION,STREET,True,44,41.743817819,-87.614343853
2019-01-01 03:28:00,WEAPONS VIOLATION,STREET,True,23,41.898141396999996,-87.721281079
2019-01-01 03:30:00,ASSAULT,STREET,False,40,41.801634875,-87.616147829
2019-01-01 03:30:00,ASSAULT,NURSING HOME/RETIREMENT HOME,False,35,41.832337226,-87.621793581
2019-01-01 03:30:00,MOTOR VEHICLE THEFT,PARKING LOT/GARAGE(NON.RESID.),False,45,41.751492287,-87.586596725
2019-01-01 03:30:00,BATTERY,SIDEWALK,False,44,41.739233685,-87.61460017600002
2019-01-01 03:30:00,ASSAULT,TAVERN/LIQUOR STORE,True,34,41.849059202,-87.639027598
2019-01-01 03:30:00,CRIMINAL DAMAGE,APARTMENT,False,69,41.764734720999996,-87.633427556
2019-01-01 03:30:00,THEFT,COMMERCIAL / BUSINESS OFFICE,False,28,41.884961159,-87.654455905
2019-01-01 03:33:00,ASSAULT,RESIDENCE,True,67,41.761308586999995,-87.66125515
2019-01-01 03:34:00,BATTERY,RESTAURANT,False,8,41.892628411,-87.63115524
2019-01-01 03:34:00,BATTERY,RESTAURANT,False,8,41.892628411,-87.63115524
2019-01-01 03:34:00,BATTERY,PARKING LOT/GARAGE(NON.RESID.),True,45,41.751492287,-87.586596725
2019-01-01 03:40:00,BATTERY,ALLEY,False,14,41.971900753,-87.72647761299999
2019-01-01 03:43:00,NARCOTICS,RESIDENTIAL YARD (FRONT/BACK),True,23,41.898205851,-87.716402545
2019-01-01 03:47:00,BATTERY,HOSPITAL BUILDING/GROUNDS,False,6,41.93467909,-87.63670682700001
2019-01-01 03:49:00,ASSAULT,APARTMENT,False,26,41.879782639,-87.72390557700001
2019-01-01 03:50:00,CRIMINAL DAMAGE,COMMERCIAL / BUSINESS OFFICE,False,32,41.886039903000004,-87.624521539
2019-01-01 03:50:00,INTERFERENCE WITH PUBLIC OFFICER,STREET,True,40,41.794641582,-87.62529846
2019-01-01 03:50:00,DECEPTIVE PRACTICE,ATM (AUTOMATIC TELLER MACHINE),False,8,41.892628411,-87.63115524
2019-01-01 03:57:00,BATTERY,CTA TRAIN,False,69,41.769185486,-87.625732415
2019-01-01 04:00:00,CRIMINAL DAMAGE,RESIDENCE,False,28,41.876991716999996,-87.681426001
2019-01-01 04:00:00,ROBBERY,SIDEWALK,False,3,41.965528071,-87.656189835
2019-01-01 04:00:00,THEFT,RESIDENCE,False,46,41.749566316,-87.561347741
2019-01-01 04:00:00,THEFT,RESTAURANT,False,8,41.904370109,-87.631460067
2019-01-01 04:00:00,THEFT,CTA TRAIN,False,32,41.868165405,-87.62743954
2019-01-01 04:00:00,ASSAULT,APARTMENT,False,71,41.753465323,-87.657038094
2019-01-01 04:00:00,THEFT,RESIDENCE,False,32,41.869647515,-87.627474635
2019-01-01 04:00:00,BATTERY,PARKING LOT/GARAGE(NON.RESID.),False,50,41.692833841,-87.60431945
